Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Manitoba,,Knee Replacement,50th Percentile,2022,Days,336.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2022,Days,624.0
Provincial,Manitoba,,Knee Replacement,Volume,2022,Number of cases,1589.0
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,50th Percentile,2022,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,90th Percentile,2022,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,Volume,2022,Number of cases,
Regional,Manitoba,Southern Health Region,Knee Replacement,% Meeting Benchmark,2022,Proportion,8.0
Regional,Manitoba,Southern Health Region,Knee Replacement,50th Percentile,2022,Days,336.0
Regional,Manitoba,Southern Health Region,Knee Replacement,90th Percentile,2022,Days,391.0
Regional,Manitoba,Southern Health Region,Knee Replacement,Volume,2022,Number of cases,152.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,% Meeting Benchmark,2022,Proportion,8.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,50th Percentile,2022,Days,350.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,90th Percentile,2022,Days,557.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,Volume,2022,Number of cases,279.0
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2022,Days,
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2022,Days,
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2022,Number of cases,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,% Meeting Benchmark,2022,Proportion,33.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,50th Percentile,2022,Days,325.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,90th Percentile,2022,Days,645.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,Volume,2022,Number of cases,1158.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2022,Number of cases,115.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2022,Days,99.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2022,Days,174.0
Provincial,Manitoba,,MRI Scan,Volume,2022,Number of cases,19312.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2022,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2022,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2022,Number of cases,
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2022,Days,17.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2022,Days,25.0
Provincial,Manitoba,,Radiation Therapy,Volume,2022,Number of cases,1729.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2022,Number of cases,242.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2022,Days,47.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2022,Number of cases,339.0
Provincial,New Brunswick,,CABG,50th Percentile,2022,Days,9.0
Provincial,New Brunswick,,CABG,90th Percentile,2022,Days,141.0
Provincial,New Brunswick,,CABG,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,62.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2022,Days,65.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2022,Days,299.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2022,Number of cases,5698.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2022,Days,54.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2022,Days,
Provincial,New Brunswick,,CT Scan,90th Percentile,2022,Days,
Provincial,New Brunswick,,CT Scan,Volume,2022,Number of cases,
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,82.1759259259259
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2022,Hours,23.225
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2022,Hours,57.95
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2022,Number of cases,432.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2022,Proportion,38.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2022,Days,232.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2022,Days,491.0
Provincial,New Brunswick,,Hip Replacement,Volume,2022,Number of cases,563.0
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2022,Proportion,31.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2022,Days,270.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2022,Days,554.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2022,Number of cases,356.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2022,Proportion,51.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2022,Days,178.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2022,Days,337.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2022,Number of cases,207.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2022,Proportion,28.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2022,Days,260.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2022,Days,615.0
Provincial,New Brunswick,,Knee Replacement,Volume,2022,Number of cases,820.0
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,50th Percentile,2022,Days,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,90th Percentile,2022,Days,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,Volume,2022,Number of cases,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2022,Proportion,20.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2022,Days,292.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2022,Days,662.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2022,Number of cases,540.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2022,Proportion,44.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2022,Days,199.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2022,Days,393.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2022,Number of cases,280.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2022,Days,33.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2022,Number of cases,77.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2022,Days,
Provincial,New Brunswick,,MRI Scan,90th Percentile,2022,Days,
Provincial,New Brunswick,,MRI Scan,Volume,2022,Number of cases,
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2022,Days,47.0
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2022,Days,115.0
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2022,Number of cases,76.0
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,97.9
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2022,Days,11.0
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2022,Days,21.0
Provincial,New Brunswick,,Radiation Therapy,Volume,2022,Number of cases,1144.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2022,Days,48.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2022,Number of cases,117.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2022,Number of cases,220.0
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2022,Days,10.0
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2022,Days,192.0
Provincial,Newfoundland and Labrador,,CABG,Volume,2022,Number of cases,178.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,39.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th Percentile,2022,Days,151.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th Percentile,2022,Days,433.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,2022,Number of cases,1222.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2022,Days,16.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2022,Days,36.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2022,Number of cases,179.0
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2022,Days,
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2022,Days,
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2022,Number of cases,47204.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,88.0184331797235
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2022,Hours,20.5166666666667
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2022,Hours,56.5
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2022,Number of cases,217.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,96.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,24.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,40.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,177.0
Provincial,Newfoundland and Labrador,,Hip Replacement,% Meeting Benchmark,2022,Proportion,45.0
Provincial,Newfoundland and Labrador,,Hip Replacement,50th Percentile,2022,Days,197.0
Provincial,Newfoundland and Labrador,,Hip Replacement,90th Percentile,2022,Days,505.0
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,2022,Number of cases,253.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,% Meeting Benchmark,2022,Proportion,60.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,50th Percentile,2022,Days,140.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,90th Percentile,2022,Days,301.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,Volume,2022,Number of cases,52.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,71.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,50th Percentile,2022,Days,169.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,90th Percentile,2022,Days,267.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,Volume,2022,Number of cases,7.0
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,50th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,90th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,Volume,2022,Number of cases,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,50th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,90th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,Volume,2022,Number of cases,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,74.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,50th Percentile,2022,Days,114.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,90th Percentile,2022,Days,419.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,Volume,2022,Number of cases,27.0
Provincial,Newfoundland and Labrador,,Knee Replacement,% Meeting Benchmark,2022,Proportion,36.0
Provincial,Newfoundland and Labrador,,Knee Replacement,50th Percentile,2022,Days,252.0
Provincial,Newfoundland and Labrador,,Knee Replacement,90th Percentile,2022,Days,552.0
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,2022,Number of cases,306.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,% Meeting Benchmark,2022,Proportion,57.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,50th Percentile,2022,Days,174.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,90th Percentile,2022,Days,317.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,Volume,2022,Number of cases,100.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,% Meeting Benchmark,2022,Proportion,73.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,50th Percentile,2022,Days,152.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,90th Percentile,2022,Days,345.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,Volume,2022,Number of cases,15.0
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,50th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,90th Percentile,2022,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,Volume,2022,Number of cases,
