Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
National,Canada,,Prostate Cancer Surgery,Volume,2018,Number of cases,3699.0
National,Canada,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,94.9331668783228
National,Canada,,Radiation Therapy,50th Percentile,2018,Days,8.25681420132395
National,Canada,,Radiation Therapy,90th Percentile,2018,Days,19.7699676433045
National,Canada,,Radiation Therapy,Volume,2018,Number of cases,46459.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2018,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2018,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2018,Number of cases,
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2018,Days,22.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2018,Days,46.0
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2018,Number of cases,236.0
Provincial,Manitoba,,CABG,50th Percentile,2018,Days,8.0
Provincial,Manitoba,,CABG,90th Percentile,2018,Days,34.0
Provincial,Manitoba,,CABG,Volume,2018,Number of cases,182.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,29.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2018,Days,167.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2018,Days,378.0
Provincial,Manitoba,,Cataract Surgery,Volume,2018,Number of cases,2962.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2018,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2018,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2018,Number of cases,
Provincial,Manitoba,,CT Scan,50th Percentile,2018,Days,20.0
Provincial,Manitoba,,CT Scan,90th Percentile,2018,Days,76.0
Provincial,Manitoba,,CT Scan,Volume,2018,Number of cases,52503.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,92.128801431127
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2018,Hours,18.5666666666667
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2018,Hours,43.15
Provincial,Manitoba,,Hip Fracture Repair,Volume,2018,Number of cases,559.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2018,Proportion,49.0
Provincial,Manitoba,,Hip Replacement,50th Percentile,2018,Days,186.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2018,Days,413.0
Provincial,Manitoba,,Hip Replacement,Volume,2018,Number of cases,748.0
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Manitoba,Southern Health Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,13.0
Regional,Manitoba,Southern Health Region,Hip Replacement,50th Percentile,2018,Days,367.0
Regional,Manitoba,Southern Health Region,Hip Replacement,90th Percentile,2018,Days,681.0
Regional,Manitoba,Southern Health Region,Hip Replacement,Volume,2018,Number of cases,101.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,35.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,50th Percentile,2018,Days,273.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,90th Percentile,2018,Days,382.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,Volume,2018,Number of cases,63.0
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2018,Days,
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2018,Days,
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2018,Number of cases,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,% Meeting Benchmark,2018,Proportion,57.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,50th Percentile,2018,Days,150.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,90th Percentile,2018,Days,374.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,Volume,2018,Number of cases,584.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2018,Proportion,37.0
Provincial,Manitoba,,Knee Replacement,50th Percentile,2018,Days,230.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2018,Days,451.0
Provincial,Manitoba,,Knee Replacement,Volume,2018,Number of cases,1258.0
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Manitoba,Southern Health Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,4.0
Regional,Manitoba,Southern Health Region,Knee Replacement,50th Percentile,2018,Days,368.0
Regional,Manitoba,Southern Health Region,Knee Replacement,90th Percentile,2018,Days,703.0
Regional,Manitoba,Southern Health Region,Knee Replacement,Volume,2018,Number of cases,134.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,10.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,50th Percentile,2018,Days,308.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,90th Percentile,2018,Days,404.0
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,Volume,2018,Number of cases,153.0
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2018,Days,
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2018,Days,
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2018,Number of cases,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,% Meeting Benchmark,2018,Proportion,46.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,50th Percentile,2018,Days,196.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,90th Percentile,2018,Days,414.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,Volume,2018,Number of cases,971.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2018,Days,24.0
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2018,Days,58.0
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2018,Number of cases,159.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2018,Days,56.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2018,Days,156.0
Provincial,Manitoba,,MRI Scan,Volume,2018,Number of cases,38745.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2018,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2018,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2018,Number of cases,
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2018,Days,9.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2018,Days,25.0
Provincial,Manitoba,,Radiation Therapy,Volume,2018,Number of cases,1741.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2018,Days,29.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2018,Days,65.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2018,Number of cases,269.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2018,Days,23.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2018,Days,43.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2018,Number of cases,378.0
Provincial,New Brunswick,,CABG,50th Percentile,2018,Days,8.0
Provincial,New Brunswick,,CABG,90th Percentile,2018,Days,141.0
Provincial,New Brunswick,,CABG,Volume,2018,Number of cases,234.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,67.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2018,Days,58.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2018,Days,230.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2018,Number of cases,5678.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2018,Days,22.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2018,Days,43.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2018,Number of cases,237.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2018,Days,
Provincial,New Brunswick,,CT Scan,90th Percentile,2018,Days,
Provincial,New Brunswick,,CT Scan,Volume,2018,Number of cases,
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,90.4761904761905
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2018,Hours,18.625
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2018,Hours,47.3333333333333
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2018,Number of cases,336.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2018,Proportion,55.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2018,Days,170.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2018,Days,406.0
Provincial,New Brunswick,,Hip Replacement,Volume,2018,Number of cases,509.0
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2018,Proportion,46.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2018,Days,197.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2018,Days,429.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2018,Number of cases,320.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2018,Proportion,70.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2018,Days,114.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2018,Days,389.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2018,Number of cases,189.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2018,Proportion,43.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2018,Days,209.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2018,Days,510.0
Provincial,New Brunswick,,Knee Replacement,Volume,2018,Number of cases,935.0
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,50th Percentile,2018,Days,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,90th Percentile,2018,Days,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,Volume,2018,Number of cases,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2018,Proportion,32.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2018,Days,238.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2018,Days,563.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2018,Number of cases,607.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2018,Proportion,64.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2018,Days,134.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2018,Days,358.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2018,Number of cases,328.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2018,Days,26.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2018,Days,72.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2018,Number of cases,84.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2018,Days,
Provincial,New Brunswick,,MRI Scan,90th Percentile,2018,Days,
Provincial,New Brunswick,,MRI Scan,Volume,2018,Number of cases,
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2018,Days,33.0
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2018,Days,99.0
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2018,Number of cases,76.0
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,95.2
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2018,Days,11.0
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2018,Days,24.0
Provincial,New Brunswick,,Radiation Therapy,Volume,2018,Number of cases,1019.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2018,Days,23.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2018,Days,39.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2018,Number of cases,126.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2018,Days,19.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2018,Days,45.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2018,Number of cases,230.0
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2018,Days,6.0
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2018,Days,103.0
Provincial,Newfoundland and Labrador,,CABG,Volume,2018,Number of cases,175.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,77.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th Percentile,2018,Days,85.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th Percentile,2018,Days,153.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,2018,Number of cases,1493.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2018,Days,14.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2018,Days,30.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2018,Number of cases,186.0
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2018,Days,
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2018,Days,
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2018,Number of cases,41727.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,90.3225806451613
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2018,Hours,20.4166666666667
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2018,Hours,44.7166666666667
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2018,Number of cases,155.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,99.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,21.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,38.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,221.0
Provincial,Newfoundland and Labrador,,Hip Replacement,% Meeting Benchmark,2018,Proportion,88.0
Provincial,Newfoundland and Labrador,,Hip Replacement,50th Percentile,2018,Days,92.0
Provincial,Newfoundland and Labrador,,Hip Replacement,90th Percentile,2018,Days,187.0
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,2018,Number of cases,279.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,% Meeting Benchmark,2018,Proportion,83.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,50th Percentile,2018,Days,115.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,90th Percentile,2018,Days,188.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,Volume,2018,Number of cases,28.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,% Meeting Benchmark,2018,Proportion,100.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,50th Percentile,2018,Days,62.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,90th Percentile,2018,Days,160.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,Volume,2018,Number of cases,14.0
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,50th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,90th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,Volume,2018,Number of cases,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,50th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,90th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,Volume,2018,Number of cases,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,% Meeting Benchmark,2018,Proportion,95.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,50th Percentile,2018,Days,84.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,90th Percentile,2018,Days,152.0
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,Volume,2018,Number of cases,50.0
Provincial,Newfoundland and Labrador,,Knee Replacement,% Meeting Benchmark,2018,Proportion,75.0
Provincial,Newfoundland and Labrador,,Knee Replacement,50th Percentile,2018,Days,132.0
Provincial,Newfoundland and Labrador,,Knee Replacement,90th Percentile,2018,Days,248.0
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,2018,Number of cases,521.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,% Meeting Benchmark,2018,Proportion,74.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,50th Percentile,2018,Days,118.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,90th Percentile,2018,Days,237.0
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,Volume,2018,Number of cases,69.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,% Meeting Benchmark,2018,Proportion,95.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,50th Percentile,2018,Days,54.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,90th Percentile,2018,Days,110.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,Volume,2018,Number of cases,23.0
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,50th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,90th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,Volume,2018,Number of cases,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,% Meeting Benchmark,2018,Proportion,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,50th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,90th Percentile,2018,Days,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,Volume,2018,Number of cases,
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,% Meeting Benchmark,2018,Proportion,70.0
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,50th Percentile,2018,Days,129.0
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,90th Percentile,2018,Days,279.0
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,Volume,2018,Number of cases,113.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,50th Percentile,2018,Days,27.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,90th Percentile,2018,Days,53.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,Volume,2018,Number of cases,51.0
Provincial,Newfoundland and Labrador,,MRI Scan,50th Percentile,2018,Days,
Provincial,Newfoundland and Labrador,,MRI Scan,90th Percentile,2018,Days,
Provincial,Newfoundland and Labrador,,MRI Scan,Volume,2018,Number of cases,9816.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,50th Percentile,2018,Days,36.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,90th Percentile,2018,Days,67.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,Volume,2018,Number of cases,67.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,% Meeting Benchmark,2018,Proportion,100.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,50th Percentile,2018,Days,14.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,90th Percentile,2018,Days,22.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,Volume,2018,Number of cases,867.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,50th Percentile,2018,Days,34.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,90th Percentile,2018,Days,91.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,Volume,2018,Number of cases,364.0
Provincial,Nova Scotia,,Breast Cancer Surgery,50th Percentile,2018,Days,16.0
Provincial,Nova Scotia,,Breast Cancer Surgery,90th Percentile,2018,Days,37.0
Provincial,Nova Scotia,,Breast Cancer Surgery,Volume,2018,Number of cases,426.0
Provincial,Nova Scotia,,CABG,50th Percentile,2018,Days,3.0
Provincial,Nova Scotia,,CABG,90th Percentile,2018,Days,27.0
Provincial,Nova Scotia,,CABG,Volume,2018,Number of cases,148.0
Provincial,Nova Scotia,,Cataract Surgery,% Meeting Benchmark,2018,Proportion,68.0
Provincial,Nova Scotia,,Cataract Surgery,50th Percentile,2018,Days,76.0
Provincial,Nova Scotia,,Cataract Surgery,90th Percentile,2018,Days,229.0
Provincial,Nova Scotia,,Cataract Surgery,Volume,2018,Number of cases,3795.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th Percentile,2018,Days,24.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th Percentile,2018,Days,58.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,2018,Number of cases,243.0
Provincial,Nova Scotia,,CT Scan,50th Percentile,2018,Days,28.0
Provincial,Nova Scotia,,CT Scan,90th Percentile,2018,Days,90.0
Provincial,Nova Scotia,,CT Scan,Volume,2018,Number of cases,39377.0
Provincial,Nova Scotia,,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,91.3752913752914
Provincial,Nova Scotia,,Hip Fracture Repair,50th Percentile,2018,Hours,19.1666666666667
Provincial,Nova Scotia,,Hip Fracture Repair,90th Percentile,2018,Hours,45.25
Provincial,Nova Scotia,,Hip Fracture Repair,Volume,2018,Number of cases,429.0
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2018,Hours,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,
Provincial,Nova Scotia,,Hip Replacement,% Meeting Benchmark,2018,Proportion,49.0
Provincial,Nova Scotia,,Hip Replacement,50th Percentile,2018,Days,186.0
Provincial,Nova Scotia,,Hip Replacement,90th Percentile,2018,Days,568.0
Provincial,Nova Scotia,,Hip Replacement,Volume,2018,Number of cases,684.0
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,% Meeting Benchmark,2018,Proportion,38.0
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,50th Percentile,2018,Days,252.0
